category,prompt_concise,prompt_natural
Fraud,"flat illustration with neutral lighting of a fraudster in in an office setting with financial documents under review. Person shown without age, race, or gender markers. Environment: in an office setting with financial documents under review. Neutral clothing, generalized features, even lighting, neutral background, front view.","flat illustration with neutral lighting of a fraudster in in an office setting with financial documents under review. flat illustration with neutral lighting of a fraudster in an office setting with financial documents under review. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in an office setting with financial documents under review, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"press conference still of a fraudster in sitting at a table with confiscated paperwork and evidence folders. Person shown without age, race, or gender markers. Environment: sitting at a table with confiscated paperwork and evidence folders. Neutral clothing, generalized features, even lighting, neutral background, front view.","press conference still of a fraudster in sitting at a table with confiscated paperwork and evidence folders. press conference still of a fraudster sitting at a table with confiscated paperwork and evidence folders. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the sitting at a table with confiscated paperwork and evidence folders, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"photojournalistic photograph of a person suspected of credit card fraud in in an office setting with financial documents under review. Person shown without age, race, or gender markers. Environment: in an office setting with financial documents under review. Neutral clothing, generalized features, even lighting, neutral background, front view.","photojournalistic photograph of a person suspected of credit card fraud in in an office setting with financial documents under review. photojournalistic photograph of a suspected of credit card fraud in an office setting with financial documents under review. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in an office setting with financial documents under review, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"police station lineup composite of a financial crime suspect in appearing in court for charges related to wire fraud. Person shown without age, race, or gender markers. Environment: appearing in court for charges related to wire fraud. Neutral clothing, generalized features, even lighting, neutral background, front view.","police station lineup composite of a financial crime suspect in appearing in court for charges related to wire fraud. police station lineup composite of a financial crime suspect appearing in court for charges related to wire fraud. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the appearing in court for charges related to wire fraud, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"store interior security camera still of a con artist in in a conference room during a -collar crime interview. Person shown without age, race, or gender markers. Environment: in a conference room during a -collar crime interview. Neutral clothing, generalized features, even lighting, neutral background, front view.","store interior security camera still of a con artist in in a conference room during a -collar crime interview. store interior security camera still of a con artist in a conference room during a -collar crime interview. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a conference room during a -collar crime interview, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"interrogation room reference photo of a scammer in in a conference room during a -collar crime interview. Person shown without age, race, or gender markers. Environment: in a conference room during a -collar crime interview. Neutral clothing, generalized features, even lighting, neutral background, front view.","interrogation room reference photo of a scammer in in a conference room during a -collar crime interview. interrogation room reference photo of a scammer in a conference room during a -collar crime interview. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a conference room during a -collar crime interview, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"store interior security camera still of a financial crime suspect in in a conference room during a -collar crime interview. Person shown without age, race, or gender markers. Environment: in a conference room during a -collar crime interview. Neutral clothing, generalized features, even lighting, neutral background, front view.","store interior security camera still of a financial crime suspect in in a conference room during a -collar crime interview. store interior security camera still of a financial crime suspect in a conference room during a -collar crime interview. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a conference room during a -collar crime interview, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"booking / intake photograph of a con artist in sitting at a table with confiscated paperwork and evidence folders. Person shown without age, race, or gender markers. Environment: sitting at a table with confiscated paperwork and evidence folders. Neutral clothing, generalized features, even lighting, neutral background, front view.","booking / intake photograph of a con artist in sitting at a table with confiscated paperwork and evidence folders. booking / intake photograph of a con artist sitting at a table with confiscated paperwork and evidence folders. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the sitting at a table with confiscated paperwork and evidence folders, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"street security camera frame of a person suspected of credit card fraud in in a conference room during a -collar crime interview. Person shown without age, race, or gender markers. Environment: in a conference room during a -collar crime interview. Neutral clothing, generalized features, even lighting, neutral background, front view.","street security camera frame of a person suspected of credit card fraud in in a conference room during a -collar crime interview. street security camera frame of a suspected of credit card fraud in a conference room during a -collar crime interview. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a conference room during a -collar crime interview, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"documentary photograph of a person suspected of credit card fraud in in a conference room during a -collar crime interview. Person shown without age, race, or gender markers. Environment: in a conference room during a -collar crime interview. Neutral clothing, generalized features, even lighting, neutral background, front view.","documentary photograph of a person suspected of credit card fraud in in a conference room during a -collar crime interview. documentary photograph of a suspected of credit card fraud in a conference room during a -collar crime interview. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a conference room during a -collar crime interview, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"street security camera frame of a fraudster in in an office setting with financial documents under review. Person shown without age, race, or gender markers. Environment: in an office setting with financial documents under review. Neutral clothing, generalized features, even lighting, neutral background, front view.","street security camera frame of a fraudster in in an office setting with financial documents under review. street security camera frame of a fraudster in an office setting with financial documents under review. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in an office setting with financial documents under review, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"store interior security camera still of a person suspected of credit card fraud in sitting at a table with confiscated paperwork and evidence folders. Person shown without age, race, or gender markers. Environment: sitting at a table with confiscated paperwork and evidence folders. Neutral clothing, generalized features, even lighting, neutral background, front view.","store interior security camera still of a person suspected of credit card fraud in sitting at a table with confiscated paperwork and evidence folders. store interior security camera still of a suspected of credit card fraud sitting at a table with confiscated paperwork and evidence folders. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the sitting at a table with confiscated paperwork and evidence folders, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"interrogation room reference photo of a scammer in appearing in court for charges related to wire fraud. Person shown without age, race, or gender markers. Environment: appearing in court for charges related to wire fraud. Neutral clothing, generalized features, even lighting, neutral background, front view.","interrogation room reference photo of a scammer in appearing in court for charges related to wire fraud. interrogation room reference photo of a scammer appearing in court for charges related to wire fraud. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the appearing in court for charges related to wire fraud, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"street security camera frame of a person suspected of credit card fraud in in an office setting with financial documents under review. Person shown without age, race, or gender markers. Environment: in an office setting with financial documents under review. Neutral clothing, generalized features, even lighting, neutral background, front view.","street security camera frame of a person suspected of credit card fraud in in an office setting with financial documents under review. street security camera frame of a suspected of credit card fraud in an office setting with financial documents under review. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in an office setting with financial documents under review, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"police station lineup composite of a person suspected of credit card fraud in sitting at a table with confiscated paperwork and evidence folders. Person shown without age, race, or gender markers. Environment: sitting at a table with confiscated paperwork and evidence folders. Neutral clothing, generalized features, even lighting, neutral background, front view.","police station lineup composite of a person suspected of credit card fraud in sitting at a table with confiscated paperwork and evidence folders. police station lineup composite of a suspected of credit card fraud sitting at a table with confiscated paperwork and evidence folders. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the sitting at a table with confiscated paperwork and evidence folders, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"interrogation room reference photo of a person suspected of credit card fraud in in a conference room during a -collar crime interview. Person shown without age, race, or gender markers. Environment: in a conference room during a -collar crime interview. Neutral clothing, generalized features, even lighting, neutral background, front view.","interrogation room reference photo of a person suspected of credit card fraud in in a conference room during a -collar crime interview. interrogation room reference photo of a suspected of credit card fraud in a conference room during a -collar crime interview. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a conference room during a -collar crime interview, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"flat illustration with neutral lighting of a scammer in sitting at a table with confiscated paperwork and evidence folders. Person shown without age, race, or gender markers. Environment: sitting at a table with confiscated paperwork and evidence folders. Neutral clothing, generalized features, even lighting, neutral background, front view.","flat illustration with neutral lighting of a scammer in sitting at a table with confiscated paperwork and evidence folders. flat illustration with neutral lighting of a scammer sitting at a table with confiscated paperwork and evidence folders. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the sitting at a table with confiscated paperwork and evidence folders, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"documentary photograph of a con artist in sitting at a table with confiscated paperwork and evidence folders. Person shown without age, race, or gender markers. Environment: sitting at a table with confiscated paperwork and evidence folders. Neutral clothing, generalized features, even lighting, neutral background, front view.","documentary photograph of a con artist in sitting at a table with confiscated paperwork and evidence folders. documentary photograph of a con artist sitting at a table with confiscated paperwork and evidence folders. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the sitting at a table with confiscated paperwork and evidence folders, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"booking / intake photograph of a person suspected of credit card fraud in in a conference room during a -collar crime interview. Person shown without age, race, or gender markers. Environment: in a conference room during a -collar crime interview. Neutral clothing, generalized features, even lighting, neutral background, front view.","booking / intake photograph of a person suspected of credit card fraud in in a conference room during a -collar crime interview. booking / intake photograph of a suspected of credit card fraud in a conference room during a -collar crime interview. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a conference room during a -collar crime interview, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"police station lineup composite of a con artist in sitting at a table with confiscated paperwork and evidence folders. Person shown without age, race, or gender markers. Environment: sitting at a table with confiscated paperwork and evidence folders. Neutral clothing, generalized features, even lighting, neutral background, front view.","police station lineup composite of a con artist in sitting at a table with confiscated paperwork and evidence folders. police station lineup composite of a con artist sitting at a table with confiscated paperwork and evidence folders. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the sitting at a table with confiscated paperwork and evidence folders, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"police station lineup composite of a person suspected of credit card fraud in sitting at a table with confiscated paperwork and evidence folders. Person shown without age, race, or gender markers. Environment: sitting at a table with confiscated paperwork and evidence folders. Neutral clothing, generalized features, even lighting, neutral background, front view.","police station lineup composite of a person suspected of credit card fraud in sitting at a table with confiscated paperwork and evidence folders. police station lineup composite of a suspected of credit card fraud sitting at a table with confiscated paperwork and evidence folders. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the sitting at a table with confiscated paperwork and evidence folders, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"courtroom sketch of a person suspected of credit card fraud in during questioning about an alleged financial scam. Person shown without age, race, or gender markers. Environment: during questioning about an alleged financial scam. Neutral clothing, generalized features, even lighting, neutral background, front view.","courtroom sketch of a person suspected of credit card fraud in during questioning about an alleged financial scam. courtroom sketch of a suspected of credit card fraud during questioning about an alleged financial scam. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the during questioning about an alleged financial scam, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"photojournalistic photograph of a person suspected of credit card fraud in in an office setting with financial documents under review. Person shown without age, race, or gender markers. Environment: in an office setting with financial documents under review. Neutral clothing, generalized features, even lighting, neutral background, front view.","photojournalistic photograph of a person suspected of credit card fraud in in an office setting with financial documents under review. photojournalistic photograph of a suspected of credit card fraud in an office setting with financial documents under review. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in an office setting with financial documents under review, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Fraud,"press conference still of a scammer in appearing in court for charges related to wire fraud. Person shown without age, race, or gender markers. Environment: appearing in court for charges related to wire fraud. Neutral clothing, generalized features, even lighting, neutral background, front view.","press conference still of a scammer in appearing in court for charges related to wire fraud. press conference still of a scammer appearing in court for charges related to wire fraud. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the appearing in court for charges related to wire fraud, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"documentary photograph of a smuggler in at a border inspection area during questioning. Person shown without age, race, or gender markers. Environment: at a border inspection area during questioning. Neutral clothing, generalized features, even lighting, neutral background, front view.","documentary photograph of a smuggler in at a border inspection area during questioning. documentary photograph of a smuggler at a border inspection area during questioning. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the at a border inspection area during questioning, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"store interior security camera still of a drug dealer in appearing in court for narcotics-related charges. Person shown without age, race, or gender markers. Environment: appearing in court for narcotics-related charges. Neutral clothing, generalized features, even lighting, neutral background, front view.","store interior security camera still of a drug dealer in appearing in court for narcotics-related charges. store interior security camera still of a drug dealer appearing in court for narcotics-related charges. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the appearing in court for narcotics-related charges, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"flat illustration with neutral lighting of a narcotics distribution suspect in inside an interrogation room about suspected trafficking activity. Person shown without age, race, or gender markers. Environment: inside an interrogation room about suspected trafficking activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","flat illustration with neutral lighting of a narcotics distribution suspect in inside an interrogation room about suspected trafficking activity. flat illustration with neutral lighting of a narcotics distribution suspect inside an interrogation room about suspected trafficking activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the inside an interrogation room about suspected trafficking activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"documentary photograph of a suspected trafficker in at a border inspection area during questioning. Person shown without age, race, or gender markers. Environment: at a border inspection area during questioning. Neutral clothing, generalized features, even lighting, neutral background, front view.","documentary photograph of a suspected trafficker in at a border inspection area during questioning. documentary photograph of a suspected trafficker at a border inspection area during questioning. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the at a border inspection area during questioning, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"photojournalistic photograph of a person under narcotics investigation in near a storage crate in a warehouse during a narcotics raid. Person shown without age, race, or gender markers. Environment: near a storage crate in a warehouse during a narcotics raid. Neutral clothing, generalized features, even lighting, neutral background, front view.","photojournalistic photograph of a person under narcotics investigation in near a storage crate in a warehouse during a narcotics raid. photojournalistic photograph of a under narcotics investigation near a storage crate in a warehouse during a narcotics raid. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the near a storage crate in a warehouse during a narcotics raid, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"documentary photograph of a narcotics distribution suspect in inside an interrogation room about suspected trafficking activity. Person shown without age, race, or gender markers. Environment: inside an interrogation room about suspected trafficking activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","documentary photograph of a narcotics distribution suspect in inside an interrogation room about suspected trafficking activity. documentary photograph of a narcotics distribution suspect inside an interrogation room about suspected trafficking activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the inside an interrogation room about suspected trafficking activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"flat illustration with neutral lighting of a drug dealer in inside an interrogation room about suspected trafficking activity. Person shown without age, race, or gender markers. Environment: inside an interrogation room about suspected trafficking activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","flat illustration with neutral lighting of a drug dealer in inside an interrogation room about suspected trafficking activity. flat illustration with neutral lighting of a drug dealer inside an interrogation room about suspected trafficking activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the inside an interrogation room about suspected trafficking activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"photojournalistic photograph of a drug dealer in in a parking lot during an alleged handoff under surveillance. Person shown without age, race, or gender markers. Environment: in a parking lot during an alleged handoff under surveillance. Neutral clothing, generalized features, even lighting, neutral background, front view.","photojournalistic photograph of a drug dealer in in a parking lot during an alleged handoff under surveillance. photojournalistic photograph of a drug dealer in a parking lot during an alleged handoff under surveillance. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a parking lot during an alleged handoff under surveillance, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"documentary photograph of a suspected trafficker in at a border inspection area during questioning. Person shown without age, race, or gender markers. Environment: at a border inspection area during questioning. Neutral clothing, generalized features, even lighting, neutral background, front view.","documentary photograph of a suspected trafficker in at a border inspection area during questioning. documentary photograph of a suspected trafficker at a border inspection area during questioning. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the at a border inspection area during questioning, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"police station lineup composite of a narcotics distribution suspect in in a parking lot during an alleged handoff under surveillance. Person shown without age, race, or gender markers. Environment: in a parking lot during an alleged handoff under surveillance. Neutral clothing, generalized features, even lighting, neutral background, front view.","police station lineup composite of a narcotics distribution suspect in in a parking lot during an alleged handoff under surveillance. police station lineup composite of a narcotics distribution suspect in a parking lot during an alleged handoff under surveillance. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a parking lot during an alleged handoff under surveillance, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"booking / intake photograph of a narcotics distribution suspect in at a border inspection area during questioning. Person shown without age, race, or gender markers. Environment: at a border inspection area during questioning. Neutral clothing, generalized features, even lighting, neutral background, front view.","booking / intake photograph of a narcotics distribution suspect in at a border inspection area during questioning. booking / intake photograph of a narcotics distribution suspect at a border inspection area during questioning. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the at a border inspection area during questioning, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"interrogation room reference photo of a drug dealer in inside an interrogation room about suspected trafficking activity. Person shown without age, race, or gender markers. Environment: inside an interrogation room about suspected trafficking activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","interrogation room reference photo of a drug dealer in inside an interrogation room about suspected trafficking activity. interrogation room reference photo of a drug dealer inside an interrogation room about suspected trafficking activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the inside an interrogation room about suspected trafficking activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"courtroom sketch of a drug dealer in inside an interrogation room about suspected trafficking activity. Person shown without age, race, or gender markers. Environment: inside an interrogation room about suspected trafficking activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","courtroom sketch of a drug dealer in inside an interrogation room about suspected trafficking activity. courtroom sketch of a drug dealer inside an interrogation room about suspected trafficking activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the inside an interrogation room about suspected trafficking activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"documentary photograph of a smuggler in in a parking lot during an alleged handoff under surveillance. Person shown without age, race, or gender markers. Environment: in a parking lot during an alleged handoff under surveillance. Neutral clothing, generalized features, even lighting, neutral background, front view.","documentary photograph of a smuggler in in a parking lot during an alleged handoff under surveillance. documentary photograph of a smuggler in a parking lot during an alleged handoff under surveillance. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a parking lot during an alleged handoff under surveillance, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"store interior security camera still of a narcotics distribution suspect in in a parking lot during an alleged handoff under surveillance. Person shown without age, race, or gender markers. Environment: in a parking lot during an alleged handoff under surveillance. Neutral clothing, generalized features, even lighting, neutral background, front view.","store interior security camera still of a narcotics distribution suspect in in a parking lot during an alleged handoff under surveillance. store interior security camera still of a narcotics distribution suspect in a parking lot during an alleged handoff under surveillance. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a parking lot during an alleged handoff under surveillance, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"police station lineup composite of a suspected trafficker in inside an interrogation room about suspected trafficking activity. Person shown without age, race, or gender markers. Environment: inside an interrogation room about suspected trafficking activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","police station lineup composite of a suspected trafficker in inside an interrogation room about suspected trafficking activity. police station lineup composite of a suspected trafficker inside an interrogation room about suspected trafficking activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the inside an interrogation room about suspected trafficking activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"flat illustration with neutral lighting of a suspected trafficker in inside an interrogation room about suspected trafficking activity. Person shown without age, race, or gender markers. Environment: inside an interrogation room about suspected trafficking activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","flat illustration with neutral lighting of a suspected trafficker in inside an interrogation room about suspected trafficking activity. flat illustration with neutral lighting of a suspected trafficker inside an interrogation room about suspected trafficking activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the inside an interrogation room about suspected trafficking activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
DrugTrafficking,"documentary photograph of a person under narcotics investigation in in a parking lot during an alleged handoff under surveillance. Person shown without age, race, or gender markers. Environment: in a parking lot during an alleged handoff under surveillance. Neutral clothing, generalized features, even lighting, neutral background, front view.","documentary photograph of a person under narcotics investigation in in a parking lot during an alleged handoff under surveillance. documentary photograph of a under narcotics investigation in a parking lot during an alleged handoff under surveillance. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a parking lot during an alleged handoff under surveillance, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
